PE IR       SUBTECH     SPECTRUM    ASCII       PEDS        4.00        
   -1
TE110A_058_80K_AFTER_120K_2MIN.ASC
20/05/14
14:27:06.00
20/05/14
14:27:06.00
Administrator
TE110A.Thursday, May 14 2020, 006.
1000.000000
#HDR
-1
-1
#GR
cm-1
A
1.0
0.0
6000.000000
-2.000000
2501
8
1.227418
1.175385
#DATA
6000.000000	1.205887
5998.000000	1.206490
5996.000000	1.206715
5994.000000	1.206297
5992.000000	1.205807
5990.000000	1.205698
5988.000000	1.205848
5986.000000	1.205886
5984.000000	1.205710
5982.000000	1.205370
5980.000000	1.205273
5978.000000	1.205567
5976.000000	1.205716
5974.000000	1.205653
5972.000000	1.205448
5970.000000	1.205377
5968.000000	1.205582
5966.000000	1.205420
5964.000000	1.205106
5962.000000	1.205010
5960.000000	1.205086
5958.000000	1.205088
5956.000000	1.204992
5954.000000	1.204952
5952.000000	1.204831
5950.000000	1.204787
5948.000000	1.204716
5946.000000	1.204952
5944.000000	1.205253
5942.000000	1.205180
5940.000000	1.204883
5938.000000	1.204615
5936.000000	1.204725
5934.000000	1.204899
5932.000000	1.204892
5930.000000	1.204649
5928.000000	1.204564
5926.000000	1.204516
5924.000000	1.204540
5922.000000	1.204621
5920.000000	1.204692
5918.000000	1.204608
5916.000000	1.204366
5914.000000	1.204329
5912.000000	1.204477
5910.000000	1.204650
5908.000000	1.204614
5906.000000	1.204465
5904.000000	1.204420
5902.000000	1.204556
5900.000000	1.204704
5898.000000	1.204632
5896.000000	1.204540
5894.000000	1.204365
5892.000000	1.204307
5890.000000	1.204243
5888.000000	1.204028
5886.000000	1.203998
5884.000000	1.204014
5882.000000	1.204241
5880.000000	1.204283
5878.000000	1.204111
5876.000000	1.203904
5874.000000	1.203898
5872.000000	1.204012
5870.000000	1.203833
5868.000000	1.203421
5866.000000	1.203220
5864.000000	1.203327
5862.000000	1.203452
5860.000000	1.203386
5858.000000	1.203450
5856.000000	1.203664
5854.000000	1.203724
5852.000000	1.203549
5850.000000	1.203254
5848.000000	1.203201
5846.000000	1.203202
5844.000000	1.203184
5842.000000	1.203191
5840.000000	1.203074
5838.000000	1.203222
5836.000000	1.203324
5834.000000	1.203196
5832.000000	1.202963
5830.000000	1.202807
5828.000000	1.203157
5826.000000	1.203456
5824.000000	1.203553
5822.000000	1.203356
5820.000000	1.203236
5818.000000	1.203266
5816.000000	1.203443
5814.000000	1.203248
5812.000000	1.202931
5810.000000	1.202703
5808.000000	1.202795
5806.000000	1.203051
5804.000000	1.203070
5802.000000	1.203009
5800.000000	1.202897
5798.000000	1.202838
5796.000000	1.202863
5794.000000	1.202808
5792.000000	1.202800
5790.000000	1.202863
5788.000000	1.202859
5786.000000	1.202993
5784.000000	1.203007
5782.000000	1.202932
5780.000000	1.202808
5778.000000	1.202610
5776.000000	1.202523
5774.000000	1.202682
5772.000000	1.202611
5770.000000	1.202471
5768.000000	1.202345
5766.000000	1.202308
5764.000000	1.202375
5762.000000	1.202182
5760.000000	1.202010
5758.000000	1.202011
5756.000000	1.202105
5754.000000	1.202210
5752.000000	1.202289
5750.000000	1.202166
5748.000000	1.201909
5746.000000	1.201711
5744.000000	1.201654
5742.000000	1.201619
5740.000000	1.201543
5738.000000	1.201550
5736.000000	1.201775
5734.000000	1.201768
5732.000000	1.201590
