Created as New Dataset,Sample 035 By Administrator Date Monday, February 10 2020
cm-1,A
6000.00,1.1265
5999.00,1.1266
5998.00,1.1266
5997.00,1.1266
5996.00,1.1266
5995.00,1.1267
5994.00,1.1269
5993.00,1.1270
5992.00,1.1271
5991.00,1.1271
5990.00,1.1270
5989.00,1.1269
5988.00,1.1268
5987.00,1.1267
5986.00,1.1266
5985.00,1.1265
5984.00,1.1266
5983.00,1.1267
5982.00,1.1268
5981.00,1.1269
5980.00,1.1269
5979.00,1.1269
5978.00,1.1269
5977.00,1.1268
5976.00,1.1267
5975.00,1.1267
5974.00,1.1266
5973.00,1.1264
5972.00,1.1262
5971.00,1.1260
5970.00,1.1259
5969.00,1.1258
5968.00,1.1258
5967.00,1.1259
5966.00,1.1260
5965.00,1.1261
5964.00,1.1262
5963.00,1.1263
5962.00,1.1265
5961.00,1.1266
5960.00,1.1266
5959.00,1.1267
5958.00,1.1267
5957.00,1.1266
5956.00,1.1264
5955.00,1.1261
5954.00,1.1258
5953.00,1.1256
5952.00,1.1256
5951.00,1.1257
5950.00,1.1258
5949.00,1.1260
5948.00,1.1263
5947.00,1.1265
5946.00,1.1265
5945.00,1.1264
5944.00,1.1263
5943.00,1.1263
5942.00,1.1262
5941.00,1.1261
5940.00,1.1260
5939.00,1.1260
5938.00,1.1261
5937.00,1.1262
5936.00,1.1263
5935.00,1.1263
5934.00,1.1263
5933.00,1.1262
5932.00,1.1261
5931.00,1.1260
5930.00,1.1260
5929.00,1.1261
5928.00,1.1261
5927.00,1.1261
5926.00,1.1260
5925.00,1.1259
5924.00,1.1258
5923.00,1.1257
5922.00,1.1257
5921.00,1.1258
5920.00,1.1260
5919.00,1.1262
5918.00,1.1264
5917.00,1.1264
5916.00,1.1265
5915.00,1.1265
5914.00,1.1264
5913.00,1.1263
5912.00,1.1262
5911.00,1.1261
5910.00,1.1261
5909.00,1.1260
5908.00,1.1259
5907.00,1.1259
5906.00,1.1260
5905.00,1.1260
5904.00,1.1260
5903.00,1.1260
5902.00,1.1260
5901.00,1.1261
5900.00,1.1262
5899.00,1.1263
5898.00,1.1263
5897.00,1.1261
5896.00,1.1260
5895.00,1.1258
5894.00,1.1256
5893.00,1.1255
5892.00,1.1256
5891.00,1.1257
5890.00,1.1258
5889.00,1.1258
5888.00,1.1259
5887.00,1.1260
5886.00,1.1260
5885.00,1.1260
5884.00,1.1261
5883.00,1.1262
5882.00,1.1261
5881.00,1.1259
5880.00,1.1257
5879.00,1.1256
5878.00,1.1256
5877.00,1.1256
5876.00,1.1256
5875.00,1.1257
5874.00,1.1257
5873.00,1.1257
5872.00,1.1258
5871.00,1.1258
5870.00,1.1259
5869.00,1.1258
5868.00,1.1258
5867.00,1.1257
5866.00,1.1256
5865.00,1.1254
5864.00,1.1253
5863.00,1.1252
5862.00,1.1253
5861.00,1.1253
5860.00,1.1252
5859.00,1.1252
5858.00,1.1251
5857.00,1.1251
5856.00,1.1252
5855.00,1.1253
5854.00,1.1253
5853.00,1.1252
5852.00,1.1251
5851.00,1.1250
5850.00,1.1248
5849.00,1.1247
5848.00,1.1247
5847.00,1.1248
5846.00,1.1250
5845.00,1.1251
5844.00,1.1252
5843.00,1.1253
5842.00,1.1254
5841.00,1.1254
5840.00,1.1254
5839.00,1.1255
5838.00,1.1255
5837.00,1.1255
5836.00,1.1255
5835.00,1.1255
5834.00,1.1255
5833.00,1.1255
5832.00,1.1255
5831.00,1.1255
5830.00,1.1255
5829.00,1.1255
5828.00,1.1254
5827.00,1.1253
5826.00,1.1252
5825.00,1.1251
5824.00,1.1251
5823.00,1.1250
5822.00,1.1250
5821.00,1.1250
5820.00,1.1251
5819.00,1.1252
5818.00,1.1254
5817.00,1.1255
5816.00,1.1256
5815.00,1.1257
5814.00,1.1257
5813.00,1.1257
5812.00,1.1257
5811.00,1.1257
5810.00,1.1256
5809.00,1.1255
5808.00,1.1254
5807.00,1.1252
5806.00,1.1250
5805.00,1.1249
5804.00,1.1248
5803.00,1.1248
5802.00,1.1248
5801.00,1.1248
5800.00,1.1249
5799.00,1.1249
5798.00,1.1250
5797.00,1.1250
5796.00,1.1251
5795.00,1.1252
5794.00,1.1253
5793.00,1.1253
5792.00,1.1253
5791.00,1.1252
5790.00,1.1252
5789.00,1.1252
5788.00,1.1253
5787.00,1.1253
5786.00,1.1254
5785.00,1.1254
5784.00,1.1254
5783.00,1.1253
5782.00,1.1252
5781.00,1.1251
5780.00,1.1250
5779.00,1.1249
5778.00,1.1249
5777.00,1.1248
5776.00,1.1248
5775.00,1.1248
5774.00,1.1248
5773.00,1.1249
5772.00,1.1250
5771.00,1.1251
5770.00,1.1252
5769.00,1.1252
5768.00,1.1252
5767.00,1.1253
5766.00,1.1252
5765.00,1.1252
5764.00,1.1252
5763.00,1.1252
5762.00,1.1251
5761.00,1.1250
5760.00,1.1248
5759.00,1.1248
5758.00,1.1248
5757.00,1.1248
5756.00,1.1249
5755.00,1.1250
5754.00,1.1251
5753.00,1.1251
5752.00,1.1251
5751.00,1.1249
5750.00,1.1247
5749.00,1.1245
5748.00,1.1244
5747.00,1.1244
5746.00,1.1244
5745.00,1.1245
5744.00,1.1247
5743.00,1.1248
5742.00,1.1250
5741.00,1.1250
5740.00,1.1250
5739.00,1.1250
5738.00,1.1249
5737.00,1.1249
5736.00,1.1248
5735.00,1.1248
5734.00,1.1248
5733.00,1.1247
5732.00,1.1247
5731.00,1.1246
5730.00,1.1246
5729.00,1.1246
5728.00,1.1246
5727.00,1.1247
5726.00,1.1249
5725.00,1.1250
5724.00,1.1251
5723.00,1.1252
5722.00,1.1253
5721.00,1.1252
5720.00,1.1251
5719.00,1.1249
5718.00,1.1248
5717.00,1.1247
5716.00,1.1246
5715.00,1.1246
5714.00,1.1246
5713.00,1.1247
5712.00,1.1248
5711.00,1.1249
5710.00,1.1249
5709.00,1.1250
5708.00,1.1252
5707.00,1.1253
5706.00,1.1254
5705.00,1.1253
5704.00,1.1252
5703.00,1.1251
5702.00,1.1250
5701.00,1.1248
5700.00,1.1247
5699.00,1.1247
5698.00,1.1248
5697.00,1.1249
5696.00,1.1250
5695.00,1.1251
5694.00,1.1251
5693.00,1.1251
5692.00,1.1251
5691.00,1.1251
5690.00,1.1250
5689.00,1.1250
5688.00,1.1249
5687.00,1.1248
5686.00,1.1247
5685.00,1.1246
5684.00,1.1247
5683.00,1.1248
5682.00,1.1249
5681.00,1.1250
5680.00,1.1251
5679.00,1.1252
5678.00,1.1252
5677.00,1.1251
5676.00,1.1251
5675.00,1.1250
5674.00,1.1249
5673.00,1.1247
5672.00,1.1246
5671.00,1.1244
5670.00,1.1244
5669.00,1.1243
5668.00,1.1244
5667.00,1.1244
5666.00,1.1245
5665.00,1.1246
5664.00,1.1247
5663.00,1.1248
5662.00,1.1249
5661.00,1.1249
5660.00,1.1249
5659.00,1.1248
5658.00,1.1247
5657.00,1.1245
5656.00,1.1243
5655.00,1.1242
5654.00,1.1241
5653.00,1.1240
5652.00,1.1240
5651.00,1.1241
5650.00,1.1243
5649.00,1.1245
5648.00,1.1247
5647.00,1.1250
5646.00,1.1252
5645.00,1.1252
5644.00,1.1251
5643.00,1.1250
5642.00,1.1248
5641.00,1.1246
5640.00,1.1245
5639.00,1.1244
5638.00,1.1244
5637.00,1.1244
5636.00,1.1244
5635.00,1.1245
5634.00,1.1246
5633.00,1.1247
5632.00,1.1248
5631.00,1.1249
5630.00,1.1249
5629.00,1.1248
5628.00,1.1247
5627.00,1.1246
5626.00,1.1245
5625.00,1.1244
5624.00,1.1244
5623.00,1.1244
5622.00,1.1244
5621.00,1.1244
5620.00,1.1244
5619.00,1.1244
5618.00,1.1245
5617.00,1.1246
5616.00,1.1248
5615.00,1.1249
5614.00,1.1248
5613.00,1.1247
5612.00,1.1246
5611.00,1.1246
5610.00,1.1245
5609.00,1.1244
5608.00,1.1244
5607.00,1.1245
5606.00,1.1245
5605.00,1.1245
5604.00,1.1245
5603.00,1.1246
5602.00,1.1246
5601.00,1.1246
5600.00,1.1246
5599.00,1.1246
5598.00,1.1246
5597.00,1.1246
5596.00,1.1245
5595.00,1.1244
5594.00,1.1243
5593.00,1.1241
5592.00,1.1240
5591.00,1.1239
5590.00,1.1240
5589.00,1.1241
5588.00,1.1243
5587.00,1.1245
5586.00,1.1246
5585.00,1.1247
5584.00,1.1247
5583.00,1.1246
5582.00,1.1245
5581.00,1.1243
5580.00,1.1241
5579.00,1.1240
5578.00,1.1240
5577.00,1.1240
5576.00,1.1240
5575.00,1.1241
5574.00,1.1242
5573.00,1.1243
5572.00,1.1243
5571.00,1.1244
5570.00,1.1244
5569.00,1.1244
5568.00,1.1243
5567.00,1.1243
5566.00,1.1242
5565.00,1.1241
5564.00,1.1240
5563.00,1.1240
5562.00,1.1239
5561.00,1.1239
5560.00,1.1239
5559.00,1.1240
5558.00,1.1242
5557.00,1.1243
5556.00,1.1244
5555.00,1.1245
5554.00,1.1245
5553.00,1.1244
5552.00,1.1243
5551.00,1.1241
5550.00,1.1239
5549.00,1.1238
5548.00,1.1237
5547.00,1.1237
5546.00,1.1237
5545.00,1.1238
5544.00,1.1238
5543.00,1.1239
5542.00,1.1240
5541.00,1.1240
5540.00,1.1241
5539.00,1.1241
5538.00,1.1241
5537.00,1.1240
5536.00,1.1239
5535.00,1.1239
5534.00,1.1238
5533.00,1.1238
5532.00,1.1237
5531.00,1.1238
5530.00,1.1238
5529.00,1.1238
5528.00,1.1238
5527.00,1.1239
5526.00,1.1240
5525.00,1.1242
5524.00,1.1243
5523.00,1.1244
5522.00,1.1244
5521.00,1.1242
5520.00,1.1240
5519.00,1.1238
5518.00,1.1236
5517.00,1.1235
5516.00,1.1234
5515.00,1.1234
5514.00,1.1235
5513.00,1.1236
5512.00,1.1238
5511.00,1.1240
5510.00,1.1241
5509.00,1.1241
5508.00,1.1240
5507.00,1.1240
5506.00,1.1239
5505.00,1.1238
5504.00,1.1237
5503.00,1.1237
5502.00,1.1236
5501.00,1.1235
5500.00,1.1235
5499.00,1.1235
5498.00,1.1236
5497.00,1.1237
5496.00,1.1237
5495.00,1.1236
5494.00,1.1236
5493.00,1.1235
5492.00,1.1235
5491.00,1.1236
5490.00,1.1236
5489.00,1.1236
5488.00,1.1235
5487.00,1.1235
5486.00,1.1235
5485.00,1.1235
5484.00,1.1235
5483.00,1.1236
5482.00,1.1237
5481.00,1.1236
5480.00,1.1236
5479.00,1.1236
5478.00,1.1237
5477.00,1.1237
5476.00,1.1237
5475.00,1.1237
5474.00,1.1238
5473.00,1.1238
5472.00,1.1237
5471.00,1.1235
5470.00,1.1234
5469.00,1.1233
5468.00,1.1233
5467.00,1.1234
5466.00,1.1234
5465.00,1.1233
5464.00,1.1232
5463.00,1.1232
5462.00,1.1231
5461.00,1.1231
5460.00,1.1231
5459.00,1.1232
5458.00,1.1233
5457.00,1.1234
5456.00,1.1234
5455.00,1.1234
5454.00,1.1234
5453.00,1.1233
5452.00,1.1233
5451.00,1.1233
5450.00,1.1233
5449.00,1.1233
5448.00,1.1233
5447.00,1.1233
5446.00,1.1231
5445.00,1.1231
5444.00,1.1231
5443.00,1.1232
5442.00,1.1232
5441.00,1.1233
5440.00,1.1234
5439.00,1.1236
5438.00,1.1237
5437.00,1.1236
5436.00,1.1234
5435.00,1.1232
5434.00,1.1230
5433.00,1.1229
5432.00,1.1230
5431.00,1.1230
5430.00,1.1230
5429.00,1.1230
5428.00,1.1231
5427.00,1.1232
5426.00,1.1233
5425.00,1.1234
5424.00,1.1235
5423.00,1.1236
5422.00,1.1236
5421.00,1.1236
5420.00,1.1234
5419.00,1.1233
5418.00,1.1231
5417.00,1.1231
5416.00,1.1230
5415.00,1.1230
5414.00,1.1229
5413.00,1.1230
5412.00,1.1230
5411.00,1.1230
5410.00,1.1229
5409.00,1.1229
5408.00,1.1230
5407.00,1.1231
5406.00,1.1231
5405.00,1.1231
5404.00,1.1232
5403.00,1.1233
5402.00,1.1234
5401.00,1.1234
5400.00,1.1235
5399.00,1.1234
5398.00,1.1234
5397.00,1.1233
5396.00,1.1232
5395.00,1.1232
5394.00,1.1232
5393.00,1.1231
5392.00,1.1231
5391.00,1.1231
5390.00,1.1230
5389.00,1.1229
5388.00,1.1229
5387.00,1.1229
5386.00,1.1229
5385.00,1.1230
5384.00,1.1231
5383.00,1.1231
5382.00,1.1231
5381.00,1.1230
5380.00,1.1231
5379.00,1.1231
5378.00,1.1231
5377.00,1.1230
5376.00,1.1229
5375.00,1.1229
5374.00,1.1229
5373.00,1.1228
5372.00,1.1228
5371.00,1.1229
5370.00,1.1230
5369.00,1.1230
5368.00,1.1230
5367.00,1.1230
