Created as New Dataset,Sample 036 By Administrator Date Monday, February 10 2020
cm-1,A
6000.00,1.0470
5999.00,1.0462
5998.00,1.0455
5997.00,1.0454
5996.00,1.0457
5995.00,1.0459
5994.00,1.0459
5993.00,1.0458
5992.00,1.0457
5991.00,1.0458
5990.00,1.0459
5989.00,1.0461
5988.00,1.0463
5987.00,1.0464
5986.00,1.0462
5985.00,1.0460
5984.00,1.0458
5983.00,1.0457
5982.00,1.0457
5981.00,1.0457
5980.00,1.0457
5979.00,1.0457
5978.00,1.0457
5977.00,1.0457
5976.00,1.0457
5975.00,1.0456
5974.00,1.0456
5973.00,1.0457
5972.00,1.0459
5971.00,1.0460
5970.00,1.0460
5969.00,1.0460
5968.00,1.0461
5967.00,1.0461
5966.00,1.0460
5965.00,1.0459
5964.00,1.0458
5963.00,1.0458
5962.00,1.0458
5961.00,1.0458
5960.00,1.0458
5959.00,1.0459
5958.00,1.0458
5957.00,1.0457
5956.00,1.0456
5955.00,1.0455
5954.00,1.0454
5953.00,1.0453
5952.00,1.0453
5951.00,1.0454
5950.00,1.0455
5949.00,1.0455
5948.00,1.0454
5947.00,1.0454
5946.00,1.0454
5945.00,1.0453
5944.00,1.0453
5943.00,1.0453
5942.00,1.0454
5941.00,1.0455
5940.00,1.0457
5939.00,1.0458
5938.00,1.0458
5937.00,1.0457
5936.00,1.0457
5935.00,1.0456
5934.00,1.0455
5933.00,1.0455
5932.00,1.0455
5931.00,1.0456
5930.00,1.0457
5929.00,1.0457
5928.00,1.0458
5927.00,1.0457
5926.00,1.0455
5925.00,1.0452
5924.00,1.0449
5923.00,1.0448
5922.00,1.0447
5921.00,1.0448
5920.00,1.0450
5919.00,1.0453
5918.00,1.0457
5917.00,1.0458
5916.00,1.0458
5915.00,1.0457
5914.00,1.0456
5913.00,1.0455
5912.00,1.0455
5911.00,1.0454
5910.00,1.0454
5909.00,1.0454
5908.00,1.0455
5907.00,1.0456
5906.00,1.0456
5905.00,1.0454
5904.00,1.0453
5903.00,1.0452
5902.00,1.0451
5901.00,1.0451
5900.00,1.0451
5899.00,1.0453
5898.00,1.0455
5897.00,1.0457
5896.00,1.0459
5895.00,1.0459
5894.00,1.0457
5893.00,1.0455
5892.00,1.0453
5891.00,1.0452
5890.00,1.0452
5889.00,1.0452
5888.00,1.0453
5887.00,1.0454
5886.00,1.0454
5885.00,1.0454
5884.00,1.0454
5883.00,1.0455
5882.00,1.0455
5881.00,1.0453
5880.00,1.0450
5879.00,1.0447
5878.00,1.0446
5877.00,1.0445
5876.00,1.0446
5875.00,1.0448
5874.00,1.0451
5873.00,1.0454
5872.00,1.0456
5871.00,1.0455
5870.00,1.0453
5869.00,1.0451
5868.00,1.0450
5867.00,1.0450
5866.00,1.0451
5865.00,1.0451
5864.00,1.0451
5863.00,1.0451
5862.00,1.0450
5861.00,1.0449
5860.00,1.0448
5859.00,1.0447
5858.00,1.0446
5857.00,1.0447
5856.00,1.0448
5855.00,1.0450
5854.00,1.0451
5853.00,1.0451
5852.00,1.0450
5851.00,1.0449
5850.00,1.0448
5849.00,1.0446
5848.00,1.0446
5847.00,1.0447
5846.00,1.0449
5845.00,1.0451
5844.00,1.0453
5843.00,1.0454
5842.00,1.0454
5841.00,1.0454
5840.00,1.0454
5839.00,1.0454
5838.00,1.0453
5837.00,1.0452
5836.00,1.0452
5835.00,1.0452
5834.00,1.0451
