Created as New Dataset,Sample 034 By Administrator Date Monday, February 10 2020
cm-1,A
6000.00,1.1548
5999.00,1.1549
5998.00,1.1549
5997.00,1.1548
5996.00,1.1547
5995.00,1.1547
5994.00,1.1547
5993.00,1.1547
5992.00,1.1547
5991.00,1.1546
5990.00,1.1545
5989.00,1.1545
5988.00,1.1547
5987.00,1.1548
5986.00,1.1549
5985.00,1.1549
5984.00,1.1549
5983.00,1.1548
5982.00,1.1547
5981.00,1.1546
5980.00,1.1546
5979.00,1.1546
5978.00,1.1546
5977.00,1.1546
5976.00,1.1546
5975.00,1.1545
5974.00,1.1545
5973.00,1.1544
5972.00,1.1543
5971.00,1.1544
5970.00,1.1545
5969.00,1.1546
5968.00,1.1548
5967.00,1.1548
5966.00,1.1548
5965.00,1.1547
5964.00,1.1546
5963.00,1.1544
5962.00,1.1543
5961.00,1.1543
5960.00,1.1543
5959.00,1.1545
5958.00,1.1546
5957.00,1.1546
5956.00,1.1545
5955.00,1.1544
5954.00,1.1543
5953.00,1.1541
5952.00,1.1541
5951.00,1.1541
5950.00,1.1541
5949.00,1.1540
5948.00,1.1540
5947.00,1.1539
5946.00,1.1539
5945.00,1.1539
5944.00,1.1539
5943.00,1.1540
5942.00,1.1541
5941.00,1.1542
5940.00,1.1542
5939.00,1.1541
5938.00,1.1539
5937.00,1.1537
5936.00,1.1536
5935.00,1.1536
5934.00,1.1536
5933.00,1.1536
5932.00,1.1537
5931.00,1.1538
5930.00,1.1538
5929.00,1.1537
5928.00,1.1537
5927.00,1.1537
5926.00,1.1538
5925.00,1.1538
5924.00,1.1538
5923.00,1.1537
5922.00,1.1536
5921.00,1.1535
5920.00,1.1535
5919.00,1.1536
5918.00,1.1537
5917.00,1.1537
5916.00,1.1537
5915.00,1.1537
5914.00,1.1536
5913.00,1.1535
5912.00,1.1534
5911.00,1.1535
5910.00,1.1535
5909.00,1.1536
5908.00,1.1537
5907.00,1.1538
5906.00,1.1537
5905.00,1.1535
5904.00,1.1533
5903.00,1.1532
5902.00,1.1532
5901.00,1.1532
5900.00,1.1532
5899.00,1.1534
5898.00,1.1534
5897.00,1.1534
5896.00,1.1533
5895.00,1.1532
5894.00,1.1531
5893.00,1.1530
5892.00,1.1529
5891.00,1.1529
5890.00,1.1530
5889.00,1.1531
5888.00,1.1532
5887.00,1.1533
5886.00,1.1533
5885.00,1.1533
5884.00,1.1532
5883.00,1.1531
5882.00,1.1531
5881.00,1.1530
5880.00,1.1529
5879.00,1.1530
5878.00,1.1530
5877.00,1.1531
5876.00,1.1531
5875.00,1.1531
5874.00,1.1531
5873.00,1.1530
5872.00,1.1530
5871.00,1.1530
5870.00,1.1531
5869.00,1.1531
5868.00,1.1531
